scheme,dt,step,t,E_u,E_omega,E_m,E_H,energy,energy_normalized,dissipation,numerical_dissipation,balance_residual,balance_residual_scaled,cumulative_balance_scaled,full_relative_residual,monolithic_difference,energy_increment,wall_s,D_viscous,D_angular_gradient,D_angular_div,D_spin_coupling,D_m_curl,D_m_div,D_m_relaxation,D_H_relaxation,D_H_diffusion
first,0.015625,26,0.40625,1.8837948002286076e-20,1.7690331871448927e-18,4.4538144943482736e-06,9.244423545243387e-11,4.453906938585514e-06,0.00010589753065555076,9.638979973119724e-05,1.2732236652936492e-07,1.9524109434211623e-19,3.2073407791653165e-14,4.7019694374065266e-14,2.6681138801640995e-13,0.0,-1.6334129873291266e-06,1.4362243260256946,3.631413302428679e-18,1.2505311512682493e-16,5.659729550572908e-17,1.0890210865056643e-17,7.17774572854771e-13,8.746913568118071e-05,8.907628988696547e-06,5.546654127146028e-10,1.2479677936514083e-08
first,0.015625,27,0.421875,6.130587987455794e-21,5.449662976571817e-19,3.258722954020328e-06,6.763579364539687e-11,3.2587905898145243e-06,7.748205814432692e-05,7.052536513810722e-05,9.31575184882057e-08,1.41030985717841e-19,3.1664556009477395e-14,4.7019694374065266e-14,2.3962459861477214e-13,0.0,-1.19511634877099e-06,1.4130532662384212,1.3687449875347584e-18,3.990414118069863e-17,1.718444846246474e-17,3.46979327759257e-18,3.099546810878525e-13,6.399838260623003e-05,6.517445908040656e-06,4.05814761872382e-10,9.130499058052498e-09
first,0.015625,28,0.4375,2.0796607622449813e-21,1.7034519174888612e-19,2.3843118533983684e-06,4.948634256733655e-11,2.384361339741108e-06,5.669134572203998e-05,5.160121343835997e-05,6.816029009914631e-08,1.0460856898590609e-19,3.210042686169041e-14,4.7019694374065266e-14,2.2732504073657466e-13,0.0,-8.744292500734162e-07,1.2815012270584702,5.577508540177975e-19,1.3175317622750255e-17,5.266297493524507e-18,1.1465254308097778e-18,1.3581556633139158e-13,4.682561235762012e-05,4.768623706796737e-06,2.9691805540401896e-10,6.680320051995569e-09
first,0.015625,29,0.453125,7.458600917852003e-22,5.441209945013571e-20,1.7445321524327186e-06,3.620773770830889e-11,1.7445683601704819e-06,4.147942109013386e-05,3.7755027421358444e-05,4.987067611197623e-08,7.570356966085309e-20,3.17500407337895e-14,4.6854712990296614e-14,2.2197720475415547e-13,0.0,-6.397929795706262e-07,1.2647652188315988,2.450753128941965e-19,4.56415082193356e-18,1.6373305871393974e-18,3.9898152591021177e-19,6.017045463264232e-14,3.42608580816107e-05,3.489064304865437e-06,2.172464262498533e-10,4.887728278760859e-09
first,0.015625,30,0.46875,2.861954308713014e-22,1.7932474691477755e-20,1.2764247011412333e-06,2.6492435712595335e-11,1.2764511935769642e-06,3.034931606475361e-05,2.7624216501930843e-05,3.648878375090295e-08,5.463362509790237e-20,3.1316414045571417e-14,4.6854712990296614e-14,3.55862083237168e-12,0.0,-4.681171665935177e-07,1.2506711860187352,1.1471366185057215e-19,1.6820703273403728e-18,5.204784107330328e-19,1.4846181688298907e-19,2.6874752423602484e-14,2.5067631923386186e-05,2.5528494022824666e-06,1.5895461427557206e-10,3.576194770696215e-09
first,0.015625,31,0.484375,1.1814981725159986e-22,6.174884964750753e-21,9.339244023639934e-07,1.9384079866373332e-11,9.33943786443866e-07,2.2205749271202816e-05,2.0211821354500127e-05,2.6697698469073325e-08,3.959879028413854e-20,3.102256512696889e-14,4.6854712990296614e-14,3.046123555667583e-12,0.0,-3.425074071330982e-07,1.2583009782247245,5.629731654491119e-20,6.662663302088554e-19,1.7104977208295933e-19,5.96403745542175e-20,1.207438460022353e-14,1.834123962926319e-05,1.8678488047279868e-06,1.1630447919823996e-10,2.6166039544168035e-09
first,0.015625,32,0.5,5.2277679447292453e-23,2.25087851215528e-21,6.833269465935013e-07,1.4183071845433896e-11,6.83341129665349e-07,1.6247339521179267e-05,1.4788401575223717e-05,1.953388216567489e-08,2.848148285142585e-20,3.049592841114502e-14,4.6854712990296614e-14,2.608301759427487e-12,0.0,-2.5060265677851696e-07,1.3400246519595385,2.8537581919237546e-20,2.840482529721327e-19,5.894288230498958e-20,2.5853321007534652e-20,5.4477911836714856e-15,1.3419748072798947e-05,1.3666538931870025e-06,8.509843107260334e-11,1.914505358504899e-09
second,0.0625,0,0.0,6.531445487228225e-05,0.00010439705796654345,0.03530558092733559,0.007475032609595207,0.04295032504976962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
second,0.0625,1,0.0625,2.468552930750794e-05,1.358296330100546e-05,0.005684966048102968,0.0008013977716384187,0.0065246323123499,0.15191112767573564,0.5828110837987557,0.0,2.5049406993105094e-15,5.832181005400669e-14,5.832181005400669e-14,7.334417860827861e-14,0.0,-0.036425692737419725,37.37686117179692,0.00034553744311033107,0.0009929516971859116,0.0003887886419292983,0.00037633237602366083,0.22322482824071124,0.22639889505133137,0.021922205433024283,0.005190312385671369,0.10397123252976821
second,0.0625,2,0.125,1.0272526333161904e-05,5.856699398713684e-06,0.0012796581106252185,0.00011536094825851791,0.001411148284615612,0.03285535750848016,0.08181574444374856,0.0,-3.469446951953614e-18,-5.317459721656046e-16,5.832181005400669e-14,1.2771305313427973e-14,0.0,-0.0051134840277342886,5.644456116948277,0.00011606950062142476,7.838324288152426e-05,4.042699990066211e-05,0.000119599702056517,0.019161767937561497,0.04700182187839248,0.004426428356780709,0.0004960988682546718,0.010375147957299066
second,0.0625,3,0.1875,4.743973724707448e-06,3.4372811087115765e-06,0.00032338693395283824,2.349561388339684e-05,0.00035506380266965413,0.008266847858734858,0.01689735171113537,0.0,2.8189256484623115e-18,1.9976112214388364e-15,5.84833663145441e-14,6.994792638580567e-15,0.0,-0.0010560844819459579,5.369613437913358,4.3923794967773365e-05,2.040398824474232e-05,1.677673710501859e-05,4.606738202400829e-05,0.0029204231557053723,0.01129457039250976,0.0010358475226079343,6.283699043153136e-05,0.0014565017475392326
second,0.0625,4,0.25,2.46039550634301e-06,2.145224017073246e-06,8.968614180249716e-05,7.690664415455933e-06,0.00010198242574136935,0.002374427332580021,0.004049302030852558,0.0,1.0842021724855044e-19,3.053541826380509e-16,5.832181005400669e-14,5.25414207930466e-15,0.0,-0.00025308137692828475,5.635987909976393,1.8056585046523242e-05,9.671453258916361e-06,1.0201142686858717e-05,1.928132967727831e-05,0.0006503486589068179,0.0028403750184485188,0.00024964788672967165,7.739858106075058e-06,0.00024398009799189724
second,0.0625,5,0.3125,1.4245616252733764e-06,1.3806970571023845e-06,2.833632374349596e-05,3.0404890710025426e-06,3.418207149687426e-05,0.0007958512876739593,0.0010848056679724812,0.0,3.784990441728364e-15,3.711414407152091e-11,1.4653152830743508e-13,7.817849781136954e-13,0.0,-6.780035424449509e-05,5.156970079056919,8.174103601445018e-06,5.283970462509063e-06,6.521911950330031e-06,8.825760545354392e-06,0.0001724611827339473,0.0007469198094091822,6.1015863079830855e-05,1.8934450191864752e-06,7.3709621170696e-05
second,0.0625,6,0.375,9.011534440763502e-07,9.094041842521383e-07,1.10585951324662e-05,1.3344808756650639e-06,1.4203633636459751e-05,0.0003306990952920841,0.00031965500577480285,0.0,5.106659995042506e-16,1.4939586079531425e-11,1.5848669158720378e-13,4.3963401297130227e-13,0.0,-1.9978437860414512e-05,5.225786795839667,4.130645902133742e-06,3.0693011176534805e-06,4.241241944704804e-06,4.474040949649875e-06,5.1838572944565795e-05,0.0002094101901074215,1.5006560835493592e-05,5.69067634181778e-07,2.6915384338998235e-05
second,0.0625,7,0.4375,6.07465110729124e-07,6.105479373559891e-07,5.615213341602076e-06,6.318787443350138e-07,7.465105134022203e-06,0.00017380788446587657,0.00010781645604198721,0.0,1.8665302728990488e-16,1.3141216682101641e-11,1.6284871062171398e-13,2.555612293362465e-13,0.0,-6.738528502437548e-06,5.343602295964956,2.321213500115503e-06,1.8614171387394744e-06,2.7925541120713254e-06,2.5055243831269004e-06,1.782351030935178e-05,6.548667234664738e-05,3.742883978952694e-06,2.2280081422063355e-07,1.1059879458761514e-05
second,0.0625,8,0.5,4.278625564614462e-07,4.1674629832292087e-07,3.6053646042452713e-06,3.2468604805345184e-07,4.7746595070830905e-06,0.00011116701681652817,4.304713003167244e-05,0.0,4.041448301234443e-17,5.413786180740509e-12,1.6365649192440106e-13,1.78355474293262e-13,0.0,-2.690445626939113e-06,5.114526294637471,1.4225305133931853e-06,1.1681842819464921e-06,1.8591890449570661e-06,1.524564959029519e-06,7.116627423584315e-06,2.4051937520135032e-05,9.57098563336801e-07,9.17390614117464e-08,4.855258663878285e-06
second,0.03125,0,0.0,6.531445487228225e-05,0.00010439705796654345,0.03530558092733559,0.007475032609595203,0.042950325049769617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
second,0.03125,1,0.03125,9.183653497605818e-06,7.194727023960203e-06,0.00799296015932405,4.0778498184276094e-05,0.008050117038029894,0.18742854748367208,1.1168066563746037,0.0,-3.3355262996082047e-14,-7.766009444033524e-13,-7.766009444033524e-13,7.832919091957696e-13,0.0,-0.03490020801173972,36.14086565002799,0.0009405960495305402,0.0021135517643133114,0.0008484225034481504,0.0010059208792099108,0.48285321345762167,0.3535346922800928,0.033044727835332605,0.011485995817526322,0.23097953578752844
second,0.03125,2,0.0625,2.1949002730636134e-06,2.1073803763653133e-06,0.00382284330891821,5.663333909361473e-06,0.003832808923477,0.08923818199363218,0.13495385966552403,0.0,-5.268355196541563e-15,-6.544445467877183e-13,-8.992221461512501e-13,5.295286226203453e-13,0.0,-0.004217308114552894,5.259250542148948,0.00011088902257880225,9.022372892015336e-05,6.430489625380517e-05,0.00012103516688054224,0.009216851994858206,0.11294535173157372,0.011210201264782171,2.9232928206392763e-05,0.0011657689314702557
second,0.03125,3,0.09375,8.448205781508275e-07,8.788520722157649e-07,0.0019172830378778422,1.1620242616503496e-06,0.001920168734789859,0.044706733477914824,0.06120448603799242,0.0,1.218643241873707e-16,3.179504290989266e-14,-8.964756897221141e-13,1.1512135497401064e-13,0.0,-0.0019126401886871412,5.415581149980426,2.128358815199326e-05,1.6298455399117673e-05,2.169392212116011e-05,2.3238295238371013e-05,0.0003136152973708221,0.055109402371932695,0.005550917475230543,3.2717298341677963e-06,0.00014476490271354847
second,0.03125,4,0.125,4.127569792809992e-07,4.0227782405310883e-07,0.000965209196933849,2.7812434001359453e-07,0.0009663023560771966,0.022498138371653136,0.030523724118799708,0.0,-1.715207836872068e-16,-8.932589130297335e-14,-9.005145962355494e-13,1.438548379464395e-13,0.0,-0.0009538663787126624,5.289160295855254,6.8378186768922175e-06,5.816476449596578e-06,9.060364363976234e-06,7.3617697143052965e-06,3.304722892002138e-05,0.027634229475195324,0.002792637998613159,8.135151259747922e-07,3.391947174046078e-05
second,0.03125,5,0.15625,2.2567243281629506e-07,1.9571876559980979e-07,0.00048659481305324314,1.2299461673836564e-07,0.00048713919886839765,0.011341921121759023,0.015333221030680381,0.0,-3.707971429900425e-17,-3.8372786805087744e-14,-9.013223775382365e-13,7.252011760695551e-14,0.0,-0.000479163157208799,5.202744702808559,2.9743698420220876e-06,2.4009845106861766e-06,4.077941094856255e-06,3.143267089698716e-06,8.210615727265919e-06,0.013899653886714892,0.0014059923307985346,1.8669871894235375e-07,6.580936183482052e-06
second,0.03125,6,0.1875,1.331285283645042e-07,1.0023409870063353e-07,0.00024566011993498694,6.411489675156365e-08,0.0002459575974588036,0.005726559628449725,0.007717811245106187,0.0,-2.5695591487906455e-17,-5.2747944627728896e-14,-9.019686025803861e-13,6.497960769061359e-14,0.0,-0.00024118160140959403,5.425818553194404,1.4757531696436531e-06,1.0932087372992714e-06,1.909547684286329e-06,1.5384045056895692e-06,3.7172310027007777e-06,0.006996941050457275,0.0007079491147149383,8.888660203960739e-08,3.0980482323137747e-06
second,0.03125,7,0.21875,8.378023894963927e-08,5.3773132433152185e-08,0.0001243281786498861,4.4623431495773695e-08,0.00012451035545276467,0.002898938606599266,0.0038863117441928444,0.0,-1.2549640146519714e-17,-5.10235921808502e-14,-9.02291715101461e-13,4.1791061307559925e-14,0.0,-0.00012144724200603894,5.071940954308957,7.885484545536649e-07,5.325250522062892e-07,9.308626881314987e-07,8.139573308908126e-07,2.5284970288783522e-06,0.0035230880632567034,0.00035647212248825244,3.57868639866599e-08,1.1213810292414146e-06
second,0.03125,8,0.25,5.5777016957318426e-08,3.014492988173786e-08,6.319830746959562e-05,3.322435227802679e-08,6.33174537687127e-05,0.001474201969259656,0.0019581728538894325,0.0,-7.209944447028604e-18,-5.79063839373893e-14,-9.026148276225358e-13,3.294091407407639e-14,0.0,-6.119290168405197e-05,5.270305656827986,4.482244802787736e-07,2.7371074589973585e-07,4.713846706223838e-07,4.5888568829890965e-07,2.074018006227283e-06,0.0017742768966206917,0.00017949669778163485,1.8937980901978185e-08,6.540979148773713e-07
second,0.03125,9,0.28125,3.893256963276625e-08,1.763577579745921e-08,3.238455603037503e-05,2.739109478856841e-08,3.246851547059383e-05,0.0007559550581507878,0.000987166025539699,0.0,-3.2729353081906165e-18,-5.169088637306961e-14,-9.027763838830733e-13,2.2994392394608486e-14,0.0,-3.084893829811887e-05,5.10472431499511,2.700167352436531e-07,1.471659606727179e-07,2.476976180200998e-07,2.744345607176766e-07,1.8293248116597513e-06,0.0008936867140054255,9.038318576174269e-05,8.927857174543576e-09,3.185582290425217e-07
second,0.03125,10,0.3125,2.824198764138032e-08,1.075775740786834e-08,1.68378358242889e-05,2.3350205953289594e-08,1.690018577529144e-05,0.00039348213909226495,0.0004981865502496075,0.0,-2.1582399496039573e-18,-6.647177791539738e-14,-9.027763838830733e-13,1.833923554381676e-14,0.0,-1.556832969530239e-05,5.240403030067682,1.7159488695594633e-07,8.236094945996167e-08,1.3495053008421e-07,1.7328884377591148e-07,1.6625345188720886e-06,0.00045024424540432775,4.551163722410584e-05,4.677358219484628e-09,2.0126053380623515e-07
second,0.03125,11,0.34375,2.113039930603932e-08,6.835824028023497e-09,8.981888938852848e-06,2.0639875342183905e-08,9.030495037529095e-06,0.00021025440499145964,0.000251830103608366,0.0,-9.063252535621014e-19,-5.362812371489875e-14,-9.027763838830733e-13,1.2394928347283175e-14,0.0,-7.869690737762344e-06,5.441628094762564,1.1427488556641827e-07,4.7842000857211655e-08,7.617597554228906e-08,1.1477976161852894e-07,1.532577859796077e-06,0.00022690454320919832,2.2917079250090788e-05,2.311098866469982e-09,1.205195668299305e-07
second,0.03125,12,0.375,1.6208791874706396e-08,4.519169507512716e-09,5.00091865480921e-06,1.849549797487656e-08,5.040142114166306e-06,0.00011734817159883965,0.0001276912935475862,0.0,-7.199780051661553e-19,-7.972741274692668e-14,-9.029379401436107e-13,1.0804687206084004e-14,0.0,-3.990352923362789e-06,5.177629680838436,7.915630875649173e-08,2.879651909754633e-08,4.451444781379317e-08,7.915710519763171e-08,1.4237801540106646e-06,0.00011440804854716166,1.1539886444640775e-05,1.2210194779132909e-09,8.673300142972167e-08
second,0.03125,13,0.40625,1.2690411786019498e-08,3.103089158964145e-09,2.9734217332662163e-06,1.6793052771292793e-08,3.0060082869824925e-06,6.998802182519493e-05,6.509228246987463e-05,0.0,-2.31239994600424e-19,-4.5879657629192386e-14,-9.029379401436107e-13,6.328990589030785e-15,0.0,-2.0341338271838135e-06,5.285127547103912,5.6629199109289966e-08,1.7938742700364325e-08,2.690169505080392e-08,5.643308023604574e-08,1.3290511760257587e-06,5.773067161983687e-05,5.8109990415254935e-06,6.267721792492644e-10,6.303114321075172e-08
second,0.03125,14,0.4375,1.0107718231673407e-08,2.2084276004326445e-09,1.9313976941730295e-06,1.533334763523306e-08,1.9590471876403687e-06,4.561192925479098e-05,3.3502755178939644e-05,0.0,-2.5982735657025663e-19,-8.643600807603825e-14,-9.029379401436107e-13,6.501791659990337e-15,0.0,-1.0469610993421237e-06,5.205312862992287,4.1594184283204606e-08,1.1552592110132984e-08,1.679159561525514e-08,4.13369904986207e-08,1.2447110802706885e-06,2.9168887435347737e-05,2.926266763430434e-06,3.4435680165203866e-10,5.1270180581916114e-08
second,0.03125,15,0.46875,8.170152802761688e-09,1.6250392264819786e-09,1.3872261849275383e-06,1.4074040833853742e-08,1.4110954177906357e-06,3.285412662547951e-05,1.7534456635186757e-05,0.0,-1.4685433723021432e-19,-7.496212350407817e-14,-9.029379401436107e-13,3.053217626673473e-14,0.0,-5.47951769849733e-07,5.143842719960958,3.122043312123106e-08,7.681861903688773e-09,1.0808206190306333e-08,3.096001614760554e-08,1.1686131672512568e-06,1.4768878088561101e-05,1.4736670737052496e-06,1.8960147586918386e-10,4.24381868304477e-08
second,0.03125,16,0.5,6.689816701251261e-09,1.2330449655909879e-09,1.0951279174796733e-06,1.2952007689748708e-08,1.1160027868362643e-06,2.5983570218457533e-05,9.442964190535309e-06,0.0,-1.4298974940836658e-19,-1.013324454219027e-13,-9.029379401436107e-13,2.553649937659413e-14,0.0,-2.950926309543714e-07,5.4133487632498145,2.3863895610011037e-08,5.266728511415234e-09,7.1611252942663775e-09,2.362282136214163e-08,1.099369750740778e-06,7.504317240979849e-06,7.422087143574163e-07,1.1405948440144731e-10,3.7039854195028766e-08
second,0.015625,0,0.0,6.531445487228229e-05,0.00010439705796654345,0.03530558092733559,0.007475032609595202,0.042950325049769617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
second,0.015625,1,0.015625,1.8281245239698231e-06,1.9288708714165366e-05,0.013662715881705945,0.0009009743774273398,0.01458480709237142,0.33957384665822576,1.8153931492735529,0.0,1.0685896612017132e-15,2.487966412276186e-14,2.487966412276186e-14,2.0421213629148e-14,0.0,-0.028365517957398195,67.76525629684329,0.0020998484211773474,0.003645563917281337,0.0015492927615743622,0.0022195141824952296,0.8349048889002336,0.4984934631693697,0.044429716587540774,0.02017022352581776,0.407880637808063
second,0.015625,2,0.03125,4.2656556059768903e-07,3.90234917838573e-06,0.008126171943808717,0.00011503626145937214,0.008245537120007073,0.19197845675096473,0.4057132782315671,0.0,3.8892500331400015e-15,2.666644823279338e-13,1.1535117002371408e-13,2.703014146720659e-13,0.0,-0.006339269972364347,7.501172543037683,5.655966365843267e-05,0.0006566118716062662,0.000276656092514889,8.494150535190668e-05,0.12257623530300024,0.20918766567968572,0.02114641443420556,0.002487625330188266,0.04924056835135582
second,0.015625,3,0.046875,1.3336925975150038e-07,8.117977194983041e-07,0.005493447209407403,1.5826964633119077e-05,0.005510219341019772,0.12829284375926575,0.175060337855273,0.0,1.3396402043230893e-15,1.6246851900921893e-13,1.465315283074351e-13,1.2203829184928024e-13,0.0,-0.002735317778987301,5.43916113069281,1.1522154767625923e-05,0.00012621777293984367,6.067268929767066e-05,1.8162549339055524e-05,0.022224675669188544,0.13245420887435,0.013434959313287838,0.00032376445965712154,0.006406154372445289
second,0.015625,4,0.0625,5.467168557597504e-08,1.7434711150813943e-07,0.0038538154072656995,2.5401628735884102e-06,0.003856584588936372,0.08979174393831645,0.10583262413336125,0.0,3.699297812520541e-16,6.713521882843805e-14,1.5525556637645552e-13,6.366036932239002e-14,0.0,-0.0016536347520833996,5.2733953832648695,2.9540211093864306e-06,2.580816652525022e-05,1.2749351025769158e-05,4.325168050396514e-06,0.004187079454319587,0.0913739057005197,0.009261845139007125,4.631468151969391e-05,0.0009176424512843419
second,0.015625,5,0.078125,2.764971169773799e-08,3.9745841770806874e-08,0.0027313660607549894,5.445004683032152e-07,0.0027319779567767616,0.06360785287680648,0.071974824458229,0.0,2.177077962350893e-16,5.6450932480423585e-14,1.6010225419257794e-13,3.472976076554719e-14,0.0,-0.0011246066321596105,5.327349854167551,9.523193591778426e-07,5.5227485914075536e-06,2.626857401600557e-06,1.2421033740922164e-06,0.0007978238878098055,0.06446754829561342,0.00653261911810919,7.980835529367607e-06,0.00015850829244093954
second,0.015625,6,0.09375,1.58754478152227e-08,1.0305048668267515e-08,0.001941250153365809,1.7397386379475974e-07,0.0019414503077260872,0.04520222618749427,0.05059376953925171,0.0,1.3357370765021415e-16,4.8892674012570327e-14,1.6317182314278883e-13,3.320875102403957e-14,0.0,-0.0007905276490506744,5.232406112831086,3.9700911604626145e-07,1.1234611183492977e-06,6.668587701485453e-07,4.505023918508933e-07,0.00015575086595928666,0.045759471434730636,0.004636437279990189,1.8720345380337917e-06,3.7600092637169236e-05
second,0.015625,7,0.109375,9.940083981673964e-09,3.3270075936040986e-09,0.001380776916203033,8.203900804958942e-08,0.0013808722223026578,0.03215044870329951,0.035876997467105994,0.0,1.0180658399638887e-16,5.2438418635411407e-14,1.6559516705085004e-13,2.855043518731742e-14,0.0,-0.0005605780854234293,5.1227723131887615,1.9455513023656747e-07,2.7277410209293506e-07,1.535316933177219e-07,2.0559708414872755e-07,3.3540238083095645e-05,0.03253277768254535,0.003296199677725509,6.39702944919783e-07,1.3013707797322013e-05
second,0.015625,8,0.125,6.595738907130934e-09,1.4376312334518437e-09,0.0009823662550312868,4.9593060771178836e-08,0.0009824238814621984,0.022873491186010664,0.025500693813793943,0.0,7.096103218917627e-17,5.1388557929600466e-14,1.672107296562242e-13,2.311352518780963e-14,0.0,-0.0003984483408404594,5.517619520891458,1.0861858901642215e-07,6.336757583044678e-08,5.337426194849772e-08,1.0960233961392886e-07,9.915396076946888e-06,0.023139380051193034,0.002344451412165525,3.037999264647999e-07,6.3081916655601824e-06
second,0.015625,9,0.140625,4.58428071918033e-09,7.991842488155495e-10,0.0006989935051571108,3.4268513172107256e-08,0.0006990331571352508,0.016275386887648256,0.01813700635692782,0.0,4.960224939121183e-17,5.048966166965111e-14,1.683416234799861e-13,1.5276590366833186e-14,0.0,-0.0002833907243269476,5.095226335339248,6.502577028772134e-08,2.1758317403118247e-08,1.8041889651111025e-08,6.476723918112565e-08,5.046128385040062e-06,0.016460163957938593,0.0016677204607371213,1.7758442648521255e-07,3.728632224060398e-06
second,0.015625,10,0.15625,3.3057954016845377e-09,5.259885941735042e-10,0.0004974079396499572,2.5121326070205428e-08,0.0004974368927600233,0.011581679351287972,0.012902160920016758,0.0,3.434210381347835e-17,4.912800410529561e-14,1.6914940478267318e-13,1.2836350283238537e-14,0.0,-0.0002015962643752275,5.212571995332837,4.1323270553876425e-08,8.274956995298e-09,8.941968986908762e-09,4.076815327230427e-08,3.789458651003643e-06,0.011709320946144283,0.0011863705992382137,1.1575982776686905e-07,2.46484780568276e-06
second,0.015625,11,0.171875,2.4587306946882854e-09,3.821898765518274e-10,0.0003539954865103178,1.9040105537274865e-08,0.0003540173675364263,0.008242484012081422,0.009178849614311846,0.0,2.5560066216345767e-17,5.138353545617819e-14,1.696340735642854e-13,1.0304047212517633e-14,0.0,-0.00014341952522359703,5.305144357029349,2.737857257361568e-08,4.598139008034303e-09,4.4965975549791645e-09,2.694164426437001e-08,3.264605913613611e-06,0.008329780898596857,0.0008439598122233506,7.925197210784075e-08,1.7016306525135416e-06
second,0.015625,12,0.1875,1.876188294335435e-09,2.9575746863619266e-10,0.00025196510806071927,1.4678059822731734e-08,0.000251981958066305,0.00586682307466394,0.006530266206088905,0.0,1.7875783318854754e-17,5.0494085765482796e-14,1.7011874234589766e-13,8.992925998714108e-15,0.0,-0.00010203540947012127,5.127423351164907,1.8843987359454292e-08,2.777165654148601e-09,2.7076490641915316e-09,1.8485768416056118e-08,2.9172089325393584e-06,0.005925666899391193,0.000600377529420975,5.54866734800324e-08,1.206267100223622e-06
second,0.015625,13,0.203125,1.4628376231290282e-09,2.388137088257183e-10,0.00017937360505419122,1.14859126744276e-08,0.0001793867926181976,0.0041766108268174755,0.004646090588679719,0.0,1.3186608922854948e-17,5.2331559862651364e-14,1.7044185486697248e-13,7.650709216600425e-15,0.0,-7.259516544810742e-05,5.346885642968118,1.3379032909500556e-08,1.934170495709065e-09,1.6814355629853004e-09,1.3104071757757267e-08,2.635621431958709e-06,0.004215426372795864,0.0004270979486185215,3.9197270380641946e-08,8.613498522674925e-07
second,0.015625,14,0.21875,1.1613153584311028e-09,1.989054012960162e-10,0.00012772499338920603,9.08507033271079e-09,0.00012773543868029846,0.002974027286924657,0.003305686652026104,0.0,8.734603752086345e-18,4.8691453950441374e-14,1.706034111275099e-13,6.879044698910765e-15,0.0,-5.165135393789914e-05,5.1489043068140745,9.766345821442319e-09,1.40316937975991e-09,1.1332903950155406e-09,9.548797751917725e-09,2.393433906420576e-06,0.0029987929869756797,0.0003038300277412697,2.7811695223163744e-08,6.205401041625099e-07
second,0.015625,15,0.234375,9.360913071997387e-10,1.6954394825580115e-10,9.09754299374043e-05,7.2714168013852e-09,9.098380698946114e-05,0.002118349672185989,0.002352104428213996,0.0,6.3696877633523385e-18,4.9866253477976905e-14,1.7092652364858474e-13,5.9471354338437885e-15,0.0,-3.675163169083732e-05,5.223889858927578,7.298987667196502e-09,1.0721940983084928e-09,7.94628309728928e-10,7.127602077527035e-09,2.18140401027005e-06,0.002133299635182574,0.00021613941491333742,1.9762729866539536e-08,4.479179657951431e-07
second,0.015625,16,0.25,7.643453297001069e-10,1.4711322323386953e-10,6.482535939134012e-05,5.877334107934896e-09,6.483214818400099e-05,0.0015094681613905213,0.0016737061635497452,0.0,4.6180236284304454e-18,5.0756544282273895e-14,1.7092652364858474e-13,5.425167572233245e-15,0.0,-2.615165880546015e-05,5.426243240945041,5.568628035774218e-09,8.413751686502986e-10,5.855892451802907e-10,5.431727059613243e-09,1.9943295789562554e-06,0.0015176022369586392,0.00015375785427392796,1.4057738424316483e-08,3.252576802883989e-07
second,0.015625,17,0.265625,6.31023258639791e-10,1.2944337709528084e-10,4.6216120329356125e-05,4.801563053933739e-09,4.6221682359045797e-05,0.001076166066391475,0.0011910698127973434,0.0,3.296652230713737e-18,5.084903590356846e-14,1.7092652364858474e-13,4.773547916913245e-15,0.0,-1.8610465824955194e-05,5.201857898849994,4.324359284079877e-09,6.771450606838744e-10,4.474120002756719e-10,4.214538214022556e-09,1.828394696879491e-06,0.0010796043358678707,0.00010938070164949087,1.0001721961415025e-08,2.367154065815676e-07
second,0.015625,18,0.28125,5.259098522327335e-10,1.1517729839177631e-10,3.2971774125251084e-05,3.958781501992096e-09,3.29763739939037e-05,0.0007677793813129846,0.0008476997353692313,0.0,2.14299335655338e-18,4.6363378552662876e-14,1.7092652364858474e-13,4.357993338791346e-15,0.0,-1.3245308365142096e-05,5.210692905820906,3.4103789621226558e-09,5.545003335149023e-10,3.5384231532220015e-10,3.321566455215433e-09,1.6805404946394849e-06,0.0007680195106799662,7.781156925511327e-05,7.118862135223549e-09,1.7335578931092455e-07
second,0.015625,19,0.296875,4.4191149405014273e-10,1.0342565891181948e-10,2.3544360573185578e-05,3.2951323288923723e-09,2.354820104266743e-05,0.0005482659564364285,0.0006034030688792291,0.0,1.683901499141549e-18,5.1063876806250733e-14,1.7092652364858474e-13,3.912320772836105e-15,0.0,-9.428172951236271e-06,5.144566022325307,2.7258196295555147e-09,4.6082644821597093e-10,2.877132672543164e-10,2.6536269092106995e-09,1.5482486476519355e-06,0.0005463623749278892,5.535383709195242e-05,5.067113171540524e-09,1.2741311230969434e-07
second,0.015625,20,0.3125,3.7399005837291415e-10,9.358499231209514e-11,1.6832642837103936e-05,2.7651349146514236e-09,1.6835875547069274e-05,0.00039198482264244424,0.00042958883171835235,0.0,1.0994487655360818e-18,4.6689289069002335e-14,1.7108807990912214e-13,3.563351251165271e-15,0.0,-6.712325495598156e-06,5.142841532826424,2.204377354419195e-09,3.874267334395882e-10,2.396302882598468e-10,2.145339104780084e-09,1.4294240339104305e-06,0.0003886786817890331,3.9377796107752976e-05,3.6078059130264586e-09,9.434520826192547e-08
