scheme,dt,step,t,E_u,E_omega,E_m,E_H,energy,energy_normalized,dissipation,numerical_dissipation,balance_residual,balance_residual_scaled,cumulative_balance_scaled,full_relative_residual,monolithic_difference,energy_increment,wall_s,D_viscous,D_angular_gradient,D_angular_div,D_spin_coupling,D_m_curl,D_m_div,D_m_relaxation,D_H_relaxation,D_H_diffusion
first,0.03125,1,0.03125,1.8841223804445233e-06,1.1284198235155783e-05,0.011051558393181081,0.0006502844173948372,0.011715011131191519,0.2785398903708264,0.5661927414554901,0.012650113440287897,7.042977312465837e-16,1.674561045251798e-14,1.6663119760633656e-14,1.0425453122117813e-13,0.0,-0.03034363661077126,1.4325203127227724,0.00027182711469281973,0.0008162261904270279,0.0004000246804847443,0.00029487450183471276,0.2250593407066352,0.22708078261082718,0.022103116786362162,0.0039017065043690183,0.08626484235985729
first,0.03125,2,0.0625,8.230910903261929e-08,1.5561536757430688e-06,0.0050643522364208025,6.909159983128449e-05,0.005135082299036863,0.12209337614802783,0.15034176513479033,0.0018817486716926782,2.203098814490545e-16,1.880577653592439e-14,2.1942524041230458e-14,7.191103982471137e-14,0.0,-0.006579928832154656,1.4391935672610998,1.1667351164487283e-05,0.00010669064665057056,5.201558501564156e-05,1.6550412531773372e-05,0.030626533349399555,0.09989547126226246,0.010128704472841605,0.00041454959898770634,0.009089582455936523
first,0.03125,3,0.09375,4.904749171984613e-09,2.1786682283545866e-07,0.0026724574629406208,7.788928021220699e-06,0.002680469162533849,0.06373170100425006,0.06337255550267208,0.00047422077704459595,8.413408858487514e-17,1.6384175303413415e-14,2.3922300646454258e-14,5.801342541075132e-14,0.0,-0.002454613136503014,1.5472561023198068,6.978789797214654e-07,1.4716425757896579e-05,7.293255310464849e-06,1.5205598397648204e-06,0.0044456308743258035,0.052488518427430506,0.0053449149258812416,4.673356812732428e-05,0.001022529587019368
first,0.03125,4,0.125,4.2717899826030637e-10,3.057641792911486e-08,0.0014693682922393356,9.856072878892002e-07,0.0014703849031241522,0.034960346612787525,0.03259683400431397,0.00019143319677494003,5.5077470362263625e-17,2.0547697818018867e-14,2.5077170332834808e-14,2.6696552605157927e-14,0.0,-0.0012100842594096966,1.5368039212189615,6.134035420663087e-08,2.052178603939218e-06,1.028075279770507e-06,1.8729385442585834e-07,0.0006654434183803622,0.028854031243052133,0.002938736584478671,5.913643727335211e-06,0.0001293802265831256
first,0.03125,5,0.15625,4.857372290798883e-11,4.293687947672093e-09,0.0008170588624383074,1.5390765452627427e-07,0.0008172171123545042,0.019430418147732074,0.017802765774101587,9.683136032900486e-05,3.144186300207963e-17,2.1383423439178788e-14,2.5902077251678057e-14,1.5073707553516223e-14,0.0,-0.000653167790769648,1.4157882179133594,7.022035466420803e-09,2.8724527552437083e-07,1.4476039675621226e-07,2.5509880731854882e-08,0.00010107666617099182,0.01604593832875951,0.0016341177248766147,9.23445927157645e-07,2.024507077883563e-05
first,0.03125,6,0.1875,6.247444734346039e-12,6.031338023648379e-10,0.00045574263947280617,3.2861546985017474e-08,0.0004557761104010383,0.01083668008532526,0.009882101750800098,5.262532224098027e-05,1.7401444868392346e-17,2.1293539507826283e-14,2.6397021402984008e-14,1.0993800896963027e-14,0.0,-0.0003614410019534659,1.3107249969616532,9.063202108831663e-10,4.028090377183595e-08,2.0357208391831004e-08,3.5652838252194844e-09,1.5471994347431015e-05,0.00895053718884831,0.0009114852789456123,1.971692819101048e-07,4.34500966063639e-06
first,0.03125,7,0.21875,8.440829655781327e-13,8.475396985566388e-11,0.00025442368446492683,9.929037713509761e-09,0.00025443369910069317,0.006049497850280132,0.005509423452968776,2.9172928395078494e-05,7.589415207398531e-18,1.66516301188331e-14,2.6562002786752657e-14,4.681131958347272e-13,0.0,-0.00020134241130034515,1.4071961930021644,1.2265341737174085e-10,5.655439166925833e-09,2.8606483356903477e-09,5.010943047566834e-10,2.3810828161512673e-06,0.004996804035976501,0.0005088473689298537,5.957422628105856e-08,1.3222511847636345e-06
first,0.03125,8,0.25,1.1644308448183726e-13,1.1915671516123734e-11,0.00014206912622424708,3.967003079211116e-09,0.00014207310525944089,0.003377976061690914,0.003075261637384375,1.6258667672995805e-05,5.244828009398628e-18,2.061373170274495e-14,2.672698417052131e-14,4.540031485679184e-13,0.0,-0.00011236059384125228,1.33537985291332,1.693320848078669e-11,7.947811320146336e-10,4.0188323804699775e-10,7.050190526767324e-11,3.684783605736051e-07,0.002790198258745822,0.00028413825244849415,2.3802018475266702e-08,5.315617115266645e-07
first,0.03125,9,0.28125,1.6227033522154545e-14,1.6762617940145928e-12,7.933631430549027e-05,1.881898617233482e-09,7.933819789659633e-05,0.0018863706313942893,0.0017171339846582746,9.074470342276621e-06,3.144186300207963e-18,2.2130763556313758e-14,2.672698417052131e-14,8.789486738638584e-13,0.0,-6.273490736284455e-05,1.274674165993929,2.36060848524349e-12,1.1179365923225175e-10,5.646459695299495e-11,9.922309032212574e-12,5.74581639765196e-08,0.0015581392866418963,0.00015867262861098054,1.1291391703400886e-08,2.531393085440805e-07
first,0.03125,10,0.3125,2.2742792844196087e-15,2.359859279277862e-13,4.4305094284084057e-05,9.753577664020125e-10,4.430606988011067e-05,0.0010534354350129425,0.0009588907977673796,5.066790586256707e-06,1.6534083130403943e-18,2.0840003388976983e-14,2.689196555428996e-14,8.377661570709598e-13,0.0,-3.503212801648566e-05,1.2415182539261878,3.3093124550845895e-13,1.5739675460665344e-11,7.935981628126998e-12,1.3969913197910783e-12,9.064518978060915e-09,0.0008701342083117388,8.861018856816811e-05,5.852146598412083e-09,1.3145881831663358e-07
first,0.03125,11,0.34375,3.1994447791259226e-16,3.3251885195607047e-14,2.4742223052839296e-05,5.269261318027379e-10,2.4742750012542928e-05,0.0005882916199385216,0.0005354853348412325,2.8294031537802006e-06,9.723938234479368e-19,2.1947192023105885e-14,2.7056946938058608e-14,8.219850370728695e-13,0.0,-1.956331986756774e-05,1.2861892757937312,4.657281873450084e-14,2.2184047461611507e-12,1.1159775232483776e-12,1.9681143939810485e-13,1.4561645013743898e-09,0.00048592518234695113,4.948444610567859e-05,3.161556790816423e-09,7.108508954403429e-08
first,0.03125,12,0.375,4.514168730362438e-17,4.690456317270895e-15,1.3817372190276498e-05,2.9001287905371936e-10,1.381766220789115e-05,0.0003285332018438858,0.0002990410808372628,1.580054028487859e-06,5.437951521372608e-19,2.197795927540766e-14,2.7056946938058608e-14,8.155142450313144e-13,0.0,-1.0925087804651778e-05,1.5425378158688545,6.576641328123093e-15,3.130777241627633e-13,1.5704156642601265e-13,2.775290133265604e-14,2.404656306201143e-10,0.0002713652151587097,2.7634744380552996e-05,1.740077274322314e-09,3.9140250646348474e-08
first,0.03125,13,0.40625,6.387062967541323e-18,6.625159732856279e-16,7.716375683320446e-06,1.6093281114863172e-10,7.716536616800498e-06,0.00018347086820629164,0.0001669999495171191,8.82377168680978e-07,2.981555974335137e-19,2.1577861214702412e-14,2.689196555428996e-14,8.127301117827366e-13,0.0,-6.101125591090651e-06,1.5244762930087745,9.323621644270427e-16,4.425813675006651e-14,2.2118644944813597e-14,3.918581641706733e-15,4.1323998812605186e-11,0.00015154446793031414,1.5432751366640893e-05,9.655968668917898e-10,2.172322807060707e-08
first,0.03125,14,0.4375,9.066698043393292e-19,9.37402257838004e-17,4.309255843906175e-06,8.962539136200403e-11,4.309345469392184e-06,0.00010246039044885081,9.326167271987133e-05,4.927638749124984e-07,1.6347735882007997e-19,2.118532794416551e-14,2.689196555428996e-14,3.303318765301421e-12,0.0,-3.4071911474083143e-06,1.2178277671337128,1.329435736739285e-16,6.2709585609631896e-15,3.118820713778488e-15,5.543144298785033e-16,7.490009786677116e-12,8.463051711722484e-05,8.61851168781235e-06,5.377523481720244e-10,1.2098662399150978e-08
first,0.03125,15,0.46875,1.2928473944542963e-19,1.3294059406518828e-17,2.4065348136115605e-06,4.999203075439385e-11,2.4065848056557384e-06,5.7219738029157775e-05,5.2082419669608635e-05,2.751850490612713e-07,9.571472303973594e-20,2.2210965381997122e-14,2.7056946938058608e-14,1.809285048337566e-12,0.0,-1.9027606637364455e-06,1.289072754792869,1.9143008146151865e-17,8.915354354099828e-16,4.4041191560865297e-16,7.863352237159884e-17,1.4475081549090945e-12,4.726230005793319e-05,4.813069627223121e-06,2.999521845263632e-10,6.748583329927663e-09
first,0.03125,16,0.5,1.856241259861233e-20,1.8914574914152265e-18,1.3439495068937868e-06,2.7904298838979286e-11,1.3439774111945358e-06,3.195484123598253e-05,2.9085738444785192e-05,1.5367806806171833e-07,5.293955920339377e-20,2.199779499936175e-14,2.7056946938058608e-14,1.1517645209379278e-12,0.0,-1.0626073944612026e-06,1.2833637930452824,2.8064994223899504e-18,1.274193505497965e-16,6.231590958933483e-17,1.1206143988679588e-17,2.994990085674447e-13,2.6393904848709848e-05,2.6878990137875736e-06,1.6742579303387584e-10,3.766856791978544e-09
first,0.015625,0,0.0,5.297793235033636e-05,9.32292233122049e-05,0.03553411365381639,0.006378326932483848,0.04205864774196278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
first,0.015625,1,0.015625,5.229091274841045e-06,2.4104862205382115e-05,0.016645606992441664,0.001484555340139331,0.01815949628606122,0.43176605195376067,1.0839390715713395,0.006962603462600164,7.840950111415168e-16,1.8642896365857455e-14,1.8642896365857455e-14,1.9027585328181278e-14,0.0,-0.02389915145590156,10.000294157769531,0.0007581740481457347,0.0017876859208001594,0.0008843263759631332,0.0007997771611264583,0.4859208360512973,0.3539963586722318,0.03329121398488333,0.008907332040836,0.1975933673160557
first,0.015625,2,0.03125,5.866900222906998e-07,6.995476465264543e-06,0.009705213804268212,0.0003530748509547949,0.010065870821710562,0.23932939745154086,0.3999052975989808,0.0018451051893667268,1.4224732503009818e-16,7.83321975396882e-15,2.1942524041230458e-14,4.2885262504520834e-14,0.0,-0.008093625464350659,9.999389692209661,8.323471905590089e-05,0.00048620980498726167,0.00023451724917062332,0.00010210602669465284,0.13685511650635426,0.19407183722241092,0.019410427608536424,0.0021184491057287726,0.04654339935604196
first,0.015625,3,0.046875,7.692040675340535e-08,2.0683181470037926e-06,0.006390091611443912,8.554349322159696e-05,0.006477780343219265,0.15401779874050137,0.19122540347869,0.0006001935491369888,2.233456475320139e-16,2.218840788720347e-14,2.738690970559591e-14,2.4543895844962902e-14,0.0,-0.0035880904784912964,1.4727511242963374,1.0898146357726275e-05,0.00014088481587768467,6.896390807711639e-05,1.7920111732982737e-05,0.04057897130029857,0.1258728757410705,0.012780183222887823,0.0005132609593295817,0.011241445273057996
first,0.015625,4,0.0625,1.2592133604640982e-08,6.139208671367881e-07,0.00446178497086438,2.126860186995736e-05,0.004483680085735079,0.10660542662339614,0.11193640791704827,0.0002450938837806057,2.98806118737005e-16,4.6127855979214515e-14,3.448110920764786e-14,2.17437930200127e-12,0.0,-0.0019941002574841863,1.2855756259523332,1.7943065229646084e-06,4.143770930689508e-05,2.055113477601969e-05,4.145337318462202e-06,0.012393622223524338,0.08763184425247862,0.00892356994172876,0.000127611611219744,0.00279183140017247
first,0.015625,5,0.078125,2.606348931405925e-09,1.8240461846014068e-07,0.0031986824584381585,5.50861219930994e-06,0.00320437608160486,0.07618828121304023,0.073824740045089,0.00012579244092586567,1.6241348543832856e-16,3.622325463296332e-14,3.811069965055816e-14,1.3252035807455221e-12,0.0,-0.001279304004130219,1.5972718042321503,3.741546564513321e-07,1.2250345340271671e-05,6.129955069881743e-06,1.12121222327619e-06,0.0038490739697014187,0.06280253007609746,0.006397364916876317,3.3051673195859686e-05,0.0007228437419280601
first,0.015625,6,0.09375,6.402128845716278e-10,5.421074824010146e-08,0.002319762748625597,1.5210650601578537e-06,0.0023213386646468792,0.05519289823316958,0.051610798341362195,7.661869287429478e-05,9.82287168271867e-17,3.065455312535925e-14,4.0585420407087913e-14,6.753709005003433e-15,0.0,-0.0008830374169579809,1.453551443759352,9.243707908014706e-08,3.630106707942332e-06,1.8267046659623862e-06,3.2337427355717267e-07,0.0012066994733686742,0.04554992748388792,0.004639525497251194,9.126390360947116e-06,0.00019964687376690995
first,0.015625,7,0.109375,1.7293031824583845e-10,1.611363607768145e-08,0.001690783459847073,4.617456892180139e-07,0.0016912614921026868,0.04021197976879509,0.037029972923954824,5.148384560747147e-05,7.318364664277155e-17,3.152648416076945e-14,4.223523424477441e-14,5.8217063844475256e-15,0.0,-0.0006300771725441924,1.4661307446658611,2.505717358104166e-08,1.0770985013357954e-06,5.438041859891353e-07,9.535518653485078e-08,0.0003803661154928611,0.03320285365983752,0.003381566919694146,2.77047413530809e-06,6.0674439747548714e-05
first,0.015625,8,0.125,4.893435336848394e-11,4.790252448274712e-09,0.00123501810371469,1.5931249353824487e-07,0.00123518225539503,0.029368092454448155,0.026866998540100655,3.628238451863873e-05,5.4643789493269423e-17,3.2309485995174343e-14,4.3720066698692264e-14,5.8807956425358624e-15,0.0,-0.0004560792367076568,1.3892320119775832,7.1046079175704855e-09,3.1985375158030216e-07,1.6177073715269047e-07,2.831154564313941e-08,0.00012030279731170372,0.024254202140978343,0.00247003620742938,9.558749612294682e-07,2.098447877770425e-05
first,0.015625,9,0.140625,1.4164159093612235e-11,1.424283449714574e-09,0.000902957023838387,6.404079995949694e-08,0.0009030225030859553,0.021470554845846628,0.01958655433488502,2.611984082653655e-05,4.0332320816460765e-17,3.265293088554116e-14,4.4709955001304165e-14,5.655895540972896e-15,0.0,-0.0003321597523090747,1.3944429266266525,2.058687385193881e-09,9.504026362305741e-08,4.8102155035276946e-08,8.421693615395415e-09,3.814300431005983e-05,0.017733491601183683,0.001805914047676774,3.8424479975698175e-07,8.467814115088634e-06
first,0.015625,10,0.15625,4.1481925936919475e-12,4.235728481132585e-10,0.0006604481144782072,3.0132896339306777e-08,0.0006604786750955871,0.015703754413307347,0.01430820829305918,1.897807341134606e-05,2.7538735181131813e-17,3.04961782093159e-14,4.536988053637876e-14,5.5779216716066685e-15,0.0,-0.00024254382799036823,1.4280134537257254,6.032720949277165e-10,2.8253735625135856e-08,1.4299952176199013e-08,2.506205206391769e-09,1.2120116972995286e-05,0.012970962163558235,0.0013208962289564144,1.8079737803584066e-07,4.003323028396067e-06
first,0.015625,11,0.171875,1.2229079660599882e-12,1.2600098581623763e-10,0.00048315685181580647,1.6298485580590307e-08,0.00048317327752528085,0.011488083984288655,0.01046154379543452,1.3843775766662749e-05,2.087089182034596e-17,3.159964523809257e-14,4.586482468768471e-14,2.3639758205888343e-13,0.0,-0.00017730539757030626,1.3650480518117547,1.7790236109771517e-10,8.403032960930542e-09,4.250915673477727e-09,7.458811320306433e-10,3.860476665308697e-06,0.00948908268229785,0.0009663137036316129,9.779091348354213e-08,2.175564194139461e-06
first,0.015625,12,0.1875,3.619775912725181e-13,3.7493320907632595e-11,0.00035348570419798737,9.817607999580953e-09,0.0003534955596612854,0.008404824658891627,0.007651968056450803,1.0115716981966603e-05,1.496198998029996e-17,3.096609575954273e-14,4.619478745522202e-14,2.8863531535524233e-13,0.0,-0.00012967771786399543,1.3022755598649383,5.2667050737832635e-11,2.500256782412073e-09,1.2637489771541109e-09,2.2200269521851635e-10,1.2333191152243364e-06,0.006942384803903747,0.0007069714083959747,5.8905647997485786e-08,1.3155807123539823e-06
first,0.015625,13,0.203125,1.0743032547074126e-13,1.1160618030818129e-11,0.00025862519500903324,6.372640475438592e-09,0.000258631578917557,0.00614930799735425,0.005597883952970903,7.39704397856904e-06,1.0991099523571801e-17,3.1092609859380754e-14,4.6359768838990663e-14,2.574488357657261e-13,0.0,-9.48639807437284e-05,1.3190897749736905,1.563244478234269e-11,7.442674370647816e-10,3.757583793645553e-10,6.608745312072886e-11,3.955853071639455e-07,0.0050793421931230815,0.0005172503900180665,3.823584285263155e-08,8.563469340239799e-07
first,0.015625,14,0.21875,3.1944661180054915e-14,3.323522749963714e-12,0.00018922422779056255,4.340442030582872e-09,0.00018922857158806055,0.004499159667448445,0.004095503597908944,5.41076361217747e-06,8.253489038045903e-18,3.1912147281430146e-14,4.668973160652796e-14,2.406899430041043e-13,0.0,-6.940300732949647e-05,1.311967646703124,4.648849647943742e-12,2.2165920604489883e-10,1.1175238744912943e-10,1.967859654856213e-11,1.275740674191472e-07,0.0037163168229109155,0.0003784484555811251,2.6042652183497243e-08,5.84344958261435e-07
first,0.015625,15,0.234375,9.512939386831639e-15,9.901702154617682e-13,0.00013844775486584112,3.0448914270077215e-09,0.00013845080075695128,0.0032918509792890004,0.002996439686686543,3.958400726637962e-06,5.936006894358137e-18,3.136950643627155e-14,4.6854712990296614e-14,2.3149644890674667e-13,0.0,-5.077777083110926e-05,1.407987171318382,1.3846769094003102e-12,6.605115875778756e-11,3.3245395648820555e-11,5.861725511343241e-12,4.144833894872739e-08,0.002719073950466484,0.00027689550973168225,1.826934856204633e-08,4.104022579091217e-07
first,0.015625,16,0.25,2.836546800103566e-15,2.9515591603159935e-13,0.00010129703496116,2.1739520795544657e-09,0.00010129920921123202,0.0024085227331301882,0.002192353867151435,2.896062371482489e-06,4.397795062144327e-18,3.1764316552163564e-14,4.6854712990296614e-14,2.2626809138071225e-13,0.0,-3.7151591545719266e-05,1.36825938988477,4.1304651871490475e-13,1.969470804004264e-11,9.893674942326531e-12,1.7468548444274562e-12,1.36025028519451e-08,0.001989439901204297,0.00020259406992232,1.3043712477326814e-08,2.9321806120483897e-07
first,0.015625,17,0.265625,8.468495822568004e-16,8.803606574933013e-14,7.411540124134484e-05,1.5682116945001522e-09,7.411696954192226e-05,0.0017622290187892615,0.0016040544427650511,2.1188890011091304e-06,3.2932640989247197e-18,3.251026463649396e-14,4.7019694374065266e-14,2.2315945396180948e-13,0.0,-2.718223966930976e-05,1.4682588130235672,1.2341260901368675e-13,5.8768488284666696e-12,2.945515822279398e-12,5.208816284609968e-13,4.524259422944137e-09,0.0014555980934353636,0.00014823080248268968,9.409270167000922e-09,2.116038507489547e-07
first,0.015625,18,0.28125,2.531659195016865e-16,2.6277570826668186e-14,5.422764975477191e-05,1.1380437706243824e-09,5.4228787825073275e-05,0.0012893611834069523,0.0011736248014796254,1.5502941937321645e-06,2.3276465390548173e-18,3.1405041968671524e-14,4.7019694374065266e-14,2.2124604596382522e-13,0.0,-1.9888181716848983e-05,1.2361504728905857,3.694950416731286e-14,1.7552479246060736e-12,8.773499667794628e-13,1.5543121024455796e-13,1.531195978000327e-09,0.0010650075434640827,0.00010845529950954383,6.828262623746296e-09,1.535962224183733e-07
first,0.015625,19,0.296875,7.580386317429048e-17,7.850351452119921e-15,3.9676516838992615e-05,8.287366471684968e-10,3.967734558356594e-05,0.0009433813903621783,0.0008586979689231135,1.134286477085446e-06,1.760134464394436e-18,3.24575660822833e-14,4.7019694374065266e-14,2.200191744595511e-13,0.0,-1.4551442241507334e-05,1.3090719250030816,1.1094006059001527e-14,5.248526341238217e-13,2.6147473030468897e-13,4.642456587705134e-14,5.296610055397512e-10,0.0007792275668837173,7.935303367798523e-05,4.9724198830109796e-09,1.1186543667640283e-07
first,0.015625,20,0.3125,2.274309276045964e-17,2.347791170697704e-15,2.9029975170956704e-05,6.047033752777351e-10,2.9030579876702514e-05,0.0006902404484045764,0.0006282785438115807,8.299134598087698e-07,1.2925722775100623e-18,3.257708545012739e-14,4.7019694374065266e-14,2.1922042873022683e-13,0.0,-1.0646765706863427e-05,1.2234190250746906,3.3450011646869487e-15,1.571804388105972e-13,7.797969345792191e-14,1.3883796393951735e-14,1.8809212291903425e-10,0.0005701331462839546,5.805995034191341e-05,3.6282202516664097e-09,8.16306209491555e-08
first,0.015625,21,0.328125,6.841965782890398e-18,7.031019067744986e-16,2.1240274548454412e-05,4.4174337270196865e-10,2.1240716292537057e-05,0.0005050261345265449,0.0004596894020512642,6.072166771153819e-07,9.266540442962046e-19,3.19199288554294e-14,4.7019694374065266e-14,2.186898545897018e-13,0.0,-7.789863584165457e-06,1.2686342019587755,1.0151753579342243e-15,4.716941888988554e-14,2.3275381271492815e-14,4.159477211583514e-15,6.882854063680607e-11,0.00041714649923746503,4.2480549096908824e-05,2.6504602362118124e-09,5.963435249400044e-08
first,0.015625,22,0.34375,2.0661644515306097e-18,2.1093089750218728e-16,1.5540819201890947e-05,3.229150174071217e-10,1.5541142117121354e-05,0.0003695112171097131,0.0003363389341380293,4.4427832950967336e-07,6.776263578034403e-19,3.190223665110224e-14,4.7019694374065266e-14,9.232251264484237e-13,0.0,-5.699574175415703e-06,1.2447835206985474,3.113074479585444e-16,1.4196894688051918e-14,6.9546314438431486e-15,1.2493723878074995e-15,2.6013043686489057e-11,0.00030521173875101593,3.1081638403781895e-05,1.937490104442733e-09,4.359345737108198e-08
first,0.015625,23,0.359375,6.274275111149088e-19,6.34279699145447e-17,1.1370720964585844e-05,2.3614304049987995e-10,1.13709571076904e-05,0.0002703595507267192,0.0002460878345054648,3.250625952835646e-07,4.980553729855286e-19,3.204753995762199e-14,4.6854712990296614e-14,6.158687479287471e-13,0.0,-4.170185009430955e-06,1.332642925903201,9.705468923980737e-17,4.291204998419004e-15,2.08093991070347e-15,3.7674043419651204e-16,1.015752828477875e-11,0.00022331308620485008,2.2741441929171688e-05,1.4168582429992788e-09,3.187934882582495e-08
first,0.015625,24,0.375,1.9212481359770584e-19,1.9134712083090276e-17,8.319599197097707e-06,1.7272705904162029e-10,8.319771924176077e-06,0.00019781358581044602,0.00018005429019685875,2.3783689918876044e-07,3.5575383784680614e-19,3.128618237476271e-14,4.6854712990296614e-14,4.2970042573585134e-13,0.0,-3.0511851835143225e-06,1.2800378231331706,3.105298465809368e-17,1.3053983896173186e-15,6.238436180350799e-16,1.1429669276451202e-16,4.090930924793084e-12,0.00016339073327138862,1.6639198394195414e-05,1.0363623542497209e-09,2.3318075914956273e-08
first,0.015625,25,0.390625,5.958183096259719e-20,5.79887157647503e-18,6.087193567786119e-06,1.263581226633799e-10,6.087319925914641e-06,0.00014473408568105713,0.0001317398365590996,1.7401705202577073e-07,2.659683454378503e-19,3.19682255549559e-14,4.6854712990296614e-14,3.230766907582052e-13,0.0,-2.232451998261436e-06,1.4148904918693006,1.0331377976809178e-17,4.010065736479715e-16,1.875298725142068e-16,3.501132884917608e-17,1.6937243685260928e-12,0.0001195476314409755,1.2174387135572239e-05,7.5814873598028e-10,1.7058139457623838e-08
